"...1","date","close","open","high","low"
"BTC",2014-08-15,511.4725,534.54,534.57875,495.26
"BTC",2014-08-17,516.62625,487.56625,522.19,484.215
"BTC",2014-08-19,455.91625,489.4675,491.965,435.59875
"BTC",2014-08-21,519.015,472.91,532.7675,464.39625
"BTC",2014-08-23,507.51,508.12875,522.19375,500.03625
"BTC",2014-08-25,503.32125,501.63125,513.375,496.2525
"BTC",2014-08-27,513.39125,504.62625,514.85375,503.22625
"BTC",2014-08-29,506.025,514.62375,515.78375,505.46125
"BTC",2014-08-31,502.055,504.70625,505.585,499.49875
"BTC",2014-09-02,477.98375,474.5425,485.94,471.12375
"BTC",2014-09-04,475.65,476.88375,479.59875,473.87875
"BTC",2014-09-06,480.9075,485.65125,489.5875,478.82625
"BTC",2014-09-08,473.58625,481.88375,485.37,471.99875
"BTC",2014-09-10,474.29125,468.5775,478.03375,464.65625
"BTC",2014-09-12,473.6725,479.4175,480.3975,471.16625
"BTC",2014-09-14,475.37875,471.5325,479.2275,470.97125
"BTC",2014-09-16,471.08375,475.02125,476.43625,468.3875
"BTC",2014-09-18,449.95875,464.55375,465.32375,446.705
"BTC",2014-09-20,410.08,425.4475,426.48125,380.745
"BTC",2014-09-22,399.0975,405.79625,405.79625,390.7875
"BTC",2014-09-24,427.8125,399.5025,443.6875,391.45625
"BTC",2014-09-26,410.15,416.12,418.56,406.60125
"BTC",2014-09-28,398.84,403.4975,405.205,394.14
"BTC",2014-09-30,376.08375,377.97875,385.71375,369.125
"BTC",2014-10-02,381.7475,387.94,390.35375,377.6
"BTC",2014-10-04,360.7525,372.0575,374.555,353.80125
"BTC",2014-10-06,308.07875,335.98125,337.22375,286.36874
"BTC",2014-10-08,326.2325,337.23375,338.76,316.71749
"BTC",2014-10-10,368.59625,351.34625,382.66625,347.19
"BTC",2014-10-12,356.99875,359.2025,363.73375,350.48625
"BTC",2014-10-14,392.7825,371.15625,394.5675,366.7275
"BTC",2014-10-16,392.56625,396.34625,397.48375,386.385
"BTC",2014-10-18,378.675,376.26875,382.7,371.83375
"BTC",2014-10-20,381.72375,390.95875,391.365,381.72375
"BTC",2014-10-22,382.93875,380.0575,388.965,377.90937
"BTC",2014-10-24,351.7825,376.59,376.59,351.25625
"BTC",2014-10-26,345.1925,353.6325,355.545,339.92625
"BTC",2014-10-28,349.79625,350.9775,355.53125,346.00125
"BTC",2014-10-30,335.53625,348.9025,351.84875,332.49874
"BTC",2014-11-01,338.0105,343.55875,346.26625,335.50367
"BTC",2014-11-03,331.60083,325.22633,333.75983,319.0435
"BTC",2014-11-05,332.45666,324.71833,335.81166,320.93333
"BTC",2014-11-07,346.775,336.585,351.575,336.02833
"BTC",2014-11-09,343.065,344.81166,345.625,340.63
"BTC",2014-11-11,368.07666,358.50166,374.71166,357.98
"BTC",2014-11-13,442.10666,376.99666,442.37166,376.98666
"BTC",2014-11-15,394.92666,389.00333,412.20666,381.855
"BTC",2014-11-17,400.47166,377.08,404.445,376.615
"BTC",2014-11-19,375.83333,384.93,389.35999,369.515
"BTC",2014-11-21,348.565,376.16,377.63,347.51333
"BTC",2014-11-23,356.8,352.42,363.70166,351.06833
"BTC",2014-11-25,381.20666,367.83,388.67666,364.89
"BTC",2014-11-27,372.819,375.498,377.667,365.265
"BTC",2014-11-29,375.44,368.983,381.554,358.018
"BTC",2014-12-01,376.13218,376.851,381.582,374.492
"BTC",2014-12-03,382.452,377.862,383.719,377.85311
"BTC",2014-12-05,368.3618,376.382,378.106,365.543
"BTC",2014-12-07,373.744,373.414,375.501,370.93
"BTC",2014-12-09,357.884,373.155,373.7,356.069
"BTC",2014-12-11,341.041,348.898,351.242,337.632
"BTC",2014-12-13,346.742,348.272,353.846,345.851
"BTC",2014-12-15,348.674,347.348,353.14099,346.519
"BTC",2014-12-17,330.536,338.547,339.901,323.77499
"BTC",2014-12-19,306.45999,317.405,317.405,304.225
"BTC",2014-12-21,321.89299,319.196,330.77,319.196
"BTC",2014-12-23,328.701,320.03499,332.466,318.975
"BTC",2014-12-25,321.386,332.053,332.821,317.734
"BTC",2014-12-27,320.868,318.563,330.467,318.494
"BTC",2014-12-29,315.64,316.009,319.63099,310.541
"BTC",2014-12-31,309.903,313.994,314.467,308.812
"BTC",2015-01-02,314.49899,317.204,317.31599,312.567
"BTC",2015-01-04,277.853,311.14099,312.288,275.952
"BTC",2015-01-06,272.0175,270.813,277.97199,265.24
"BTC",2015-01-08,290.485,283.84125,300.24124,283.68
"BTC",2015-01-10,286.688,281.03625,291.2475,280.92375
"BTC",2015-01-12,268.10199,277.64999,277.64999,263.834
"BTC",2015-01-14,219.128,243.081,249.04299,216.356
"BTC",2015-01-16,220.5745,193.3511,229.3059,192.0803
"BTC",2015-01-18,195.59467,209.1655,209.3242,194.9578
"BTC",2015-01-20,211.5401,212.2711,216.6805,206.6594
"BTC",2015-01-22,230.6754,212.28249,236.83589,210.8765
"BTC",2015-01-24,231.4242,226.30419,235.02849,224.9847
"BTC",2015-01-26,283.59769,251.606,290.8877,243.305
"BTC",2015-01-28,257.447,258.5374,268.022,250.9381
"BTC",2015-01-30,233.141,235.948,237.463,220.1002
"BTC",2015-02-01,216.66066,226.94116,233.52791,215.00708
"BTC",2015-02-03,237.65175,229.80441,242.31883,222.218
"BTC",2015-02-05,226.554,225.83858,230.02183,220.71741
"BTC",2015-02-07,225.46666,219.75625,226.18658,216.36516
"BTC",2015-02-09,222.78408,225.73291,229.33333,219.96391
"BTC",2015-02-11,223.00366,220.16725,223.5535,215.45466
"BTC",2015-02-13,223.96716,218.72833,224.00924,217.61941
"BTC",2015-02-15,256.21758,237.65716,261.66275,237.26424
"BTC",2015-02-17,235.71275,230.1355,239.58716,229.83233
"BTC",2015-02-19,237.1035,242.93183,243.79491,231.74658
"BTC",2015-02-21,245.70566,241.07183,247.13699,241.07183
"BTC",2015-02-23,235.14141,245.145,245.70399,233.06841
"BTC",2015-02-25,238.15225,238.93183,239.36141,235.74258
"BTC",2015-02-27,251.28908,235.67716,251.28908,234.44633
"BTC",2015-03-01,251.9314,251.03416,254.18825,250.58558
"BTC",2015-03-03,270.7625,258.8485,272.46819,257.5751
"BTC",2015-03-05,269.2606,278.1172,283.3832,266.469
"BTC",2015-03-07,270.86109,274.8977,275.54309,269.3872
"BTC",2015-03-09,277.98519,276.72789,278.5315,271.9756
"BTC",2015-03-11,289.7149,294.1886,300.34,288.5597
"BTC",2015-03-13,293.224,292.8678,296.73899,291.8317
"BTC",2015-03-15,283.0809,282.644,286.19169,280.2655
"BTC",2015-03-17,290.542,290.61579,293.9259,288.934
"BTC",2015-03-19,252.44789,283.7507,284.4759,246.7832
"BTC",2015-03-21,259.913,263.4741,263.4741,258.38829
"BTC",2015-03-23,267.5549,259.3943,269.9758,259.328
"BTC",2015-03-25,246.6733,265.273,265.7907,242.8803
"BTC",2015-03-27,246.5497,245.6489,254.4384,244.3759
"BTC",2015-03-29,246.728,248.4467,254.1074,246.0068
"BTC",2015-03-31,247.2639,245.1133,248.5962,242.278
"BTC",2015-04-02,246.96,243.3028,247.9642,240.1261
"BTC",2015-04-04,253.4334,252.0578,255.755,251.168
"BTC",2015-04-06,260.3589,252.0256,261.1468,251.12063
"BTC",2015-04-08,252.8629,252.0909,255.2263,251.73675
"BTC",2015-04-10,240.9478,244.0449,244.9784,237.9013
"BTC",2015-04-12,236.5542,236.4388,237.3163,233.41963
"BTC",2015-04-14,222.6009,235.522,236.7879,220.5774
"BTC",2015-04-16,226.0171,220.9126,226.5496,218.55975
"BTC",2015-04-18,223.317,227.9255,228.0318,221.1092
"BTC",2015-04-20,223.9214,223.4062,226.1347,221.126
"BTC",2015-04-22,235.50369,224.9815,236.685,223.70388
"BTC",2015-04-24,233.40079,234.15749,236.3318,231.8257
"BTC",2015-04-26,219.94549,228.92379,229.5635,218.0493
"BTC",2015-04-28,227.3867,219.19029,232.3386,217.4964
"BTC",2015-04-30,225.9976,225.3545,226.919,223.2127
"BTC",2015-05-02,233.8511,236.6827,239.3447,231.9123
"BTC",2015-05-04,240.3646,236.2378,243.6192,236.176
"BTC",2015-05-06,235.6017,235.6033,236.87849,231.9009
"BTC",2015-05-08,237.059,230.4207,239.9257,228.92579
"BTC",2015-05-10,241.516,244.6989,247.7286,238.835
"BTC",2015-05-12,240.00079,239.4036,244.06689,238.778
"BTC",2015-05-14,235.5478,241.3529,243.5782,234.1023
"BTC",2015-05-16,236.657,237.5737,238.6384,235.6425
"BTC",2015-05-18,236.2319,236.339,237.56239,235.4227
"BTC",2015-05-20,232.7193,233.3119,234.003,231.74769
"BTC",2015-05-22,235.86329,234.204,236.4532,233.98229
"BTC",2015-05-24,239.7985,240.1588,241.4541,238.7252
"BTC",2015-05-26,237.6588,240.9415,241.5843,236.6709
"BTC",2015-05-28,237.6708,237.1844,238.7449,236.4294
"BTC",2015-05-30,236.1404,237.2277,237.4219,235.4436
"BTC",2015-06-01,230.8331,233.3328,233.3848,229.1247
"BTC",2015-06-03,226.6168,223.415,227.0337,222.851
"BTC",2015-06-05,223.9665,225.444,226.4761,223.8567
"BTC",2015-06-07,225.8403,224.2525,226.2012,224.2225
"BTC",2015-06-09,228.1884,223.69459,229.769,223.69459
"BTC",2015-06-11,229.9599,229.2025,230.1489,227.9753
"BTC",2015-06-13,230.6695,229.9082,231.5507,229.4188
"BTC",2015-06-15,234.7473,233.1445,235.5255,232.9418
"BTC",2015-06-17,248.7435,237.39899,254.09699,237.1618
"BTC",2015-06-19,249.0733,247.2359,251.6709,243.46999
"BTC",2015-06-21,244.15625,240.7897,246.4702,239.5589
"BTC",2015-06-23,247.1273,244.9588,248.2147,243.516
"BTC",2015-06-25,240.9204,243.371,243.9954,239.9257
"BTC",2015-06-27,242.28812,242.31912,242.91525,240.67475
"BTC",2015-06-29,249.42725,250.382,250.382,246.6685
"BTC",2015-07-01,261.71749,258.38549,268.22612,258.28612
"BTC",2015-07-03,255.52675,259.62937,259.7935,253.41412
"BTC",2015-07-05,261.42899,253.87887,262.94799,253.009
"BTC",2015-07-07,270.07587,267.60762,276.27062,267.562
"BTC",2015-07-09,267.943,264.356,272.38087,263.564
"BTC",2015-07-11,286.53662,269.24925,295.00537,268.57275
"BTC",2015-07-13,304.9905,301.03837,313.77387,296.45549
"BTC",2015-07-15,288.48787,290.93137,295.87587,285.34275
"BTC",2015-07-17,276.97924,287.55762,288.20425,274.43
"BTC",2015-07-19,275.30687,278.33337,282.30874,273.08425
"BTC",2015-07-21,279.45925,274.28387,279.77188,273.84275
"BTC",2015-07-23,276.2095,274.87242,277.4875,274.2714
"BTC",2015-07-25,287.55583,276.24491,289.57691,275.95341
"BTC",2015-07-27,291.20091,287.83983,292.72608,287.22741
"BTC",2015-07-29,292.99425,293.15058,295.37741,292.12583
"BTC",2015-07-31,286.74491,288.61658,289.71741,285.51133
"BTC",2015-08-02,278.68258,282.33741,282.92333,276.98033
"BTC",2015-08-04,283.49091,279.48591,284.788,279.47175
"BTC",2015-08-06,280.9375,284.24366,284.35416,280.08975
"BTC",2015-08-08,278.2765,275.92866,279.72425,275.48725
"BTC",2015-08-10,265.0825,261.75225,266.79691,260.55483
"BTC",2015-08-12,270.22325,264.87516,271.20391,264.17225
"BTC",2015-08-14,262.01758,264.14299,265.29758,261.13383
"BTC",2015-08-16,261.20058,265.3955,265.98733,259.41733
"BTC",2015-08-18,256.44841,258.0065,259.63791,255.34966
"BTC",2015-08-20,232.06483,230.38424,236.11891,220.75441
"BTC",2015-08-22,233.03691,234.56375,235.86108,230.81641
"BTC",2015-08-24,227.23233,231.21275,231.79075,224.10816
"BTC",2015-08-26,219.81583,203.18133,226.27733,202.13641
"BTC",2015-08-28,224.18875,224.53608,228.034,219.91025
"BTC",2015-08-30,230.58541,230.93575,232.931,226.99866
"BTC",2015-09-01,229.02966,227.18083,231.88441,224.8115
"BTC",2015-09-03,228.35299,226.28841,230.05741,225.66683
"BTC",2015-09-05,229.66691,227.14741,230.60799,226.89141
"BTC",2015-09-07,239.88,240.70116,243.13633,237.5585
"BTC",2015-09-09,244.31383,242.01891,245.83491,241.82775
"BTC",2015-09-11,240.56366,237.99466,240.71991,235.67583
"BTC",2015-09-13,235.053,239.81675,240.10541,234.18991
"BTC",2015-09-15,230.51091,229.15808,232.4895,227.78025
"BTC",2015-09-17,229.58975,230.98066,231.00908,226.69133
"BTC",2015-09-19,232.50008,233.2385,234.24358,231.7645
"BTC",2015-09-21,230.75433,231.33733,232.07841,230.51408
"BTC",2015-09-23,231.30983,227.79358,232.10541,224.5965
"BTC",2015-09-25,233.74475,231.09508,235.53625,230.72091
"BTC",2015-09-27,234.32908,234.92466,234.9895,233.18125
"BTC",2015-09-29,238.56625,237.21116,240.24925,236.21624
"BTC",2015-10-01,237.15191,238.06125,238.11808,235.437
"BTC",2015-10-03,237.63516,238.06358,238.82991,236.98341
"BTC",2015-10-05,238.82433,238.99883,239.50175,238.24375
"BTC",2015-10-07,246.49633,240.63075,247.573,240.61741
"BTC",2015-10-09,243.25675,244.49816,244.70625,242.35816
"BTC",2015-10-11,245.07,244.96533,245.865,243.28108
"BTC",2015-10-13,244.57641,247.65041,247.76783,243.88241
"BTC",2015-10-15,254.64216,249.45908,255.94216,249.30916
"BTC",2015-10-17,267.53983,255.72741,268.08933,255.23441
"BTC",2015-10-19,264.98625,270.04041,271.209,261.38491
"BTC",2015-10-21,270.49541,264.92575,272.21816,264.0165
"BTC",2015-10-23,274.25325,267.46908,278.61383,267.42025
"BTC",2015-10-25,286.86941,279.97908,289.04825,278.45766
"BTC",2015-10-27,287.83091,284.286,291.77658,280.89758
"BTC",2015-10-29,304.32691,300.53566,306.59441,297.70458
"BTC",2015-10-31,327.58425,326.55691,333.7465,313.38508
"BTC",2015-11-02,325.64666,311.70274,327.71966,311.05791
"BTC",2015-11-04,432.46133,369.51133,434.27575,362.4315
"BTC",2015-11-06,359.586,434.31683,434.31683,355.034
"BTC",2015-11-08,387.775,377.64099,392.293,377.165
"BTC",2015-11-10,376.948,370.652,386.631,366.955
"BTC",2015-11-12,320.036,311.702,326.905,300.741
"BTC",2015-11-14,334.125,337.893,341.274,325.736
"BTC",2015-11-16,320.06,333.951,334.837,315.75799
"BTC",2015-11-18,333.33299,337.759,337.759,331.434
"BTC",2015-11-20,315.63099,334.02499,335.019,311.751
"BTC",2015-11-22,326.365,321.482,328.33299,320.606
"BTC",2015-11-24,320.993,322.606,326.056,317.437
"BTC",2015-11-26,332.471,318.337,333.555,317.969
"BTC",2015-11-28,354.954,349.138,364.061,347.842
"BTC",2015-11-30,375.204,356.806,379.609,355.128
"BTC",2015-12-02,352.128,377.798,379.19899,348.112
"BTC",2015-12-04,358.443,366.788,370.8,355.428
"BTC",2015-12-06,394.861,369.956,396.643,369.407
"BTC",2015-12-08,395.59299,391.618,399.844,387.778
"BTC",2015-12-10,415.076,421.424,423.909,405.313
"BTC",2015-12-12,467.831,421.813,470.883,420.681
"BTC",2015-12-14,437.021,435.091,442.47299,422.064
"BTC",2015-12-16,445.805,453.676,465.651,445.805
"BTC",2015-12-18,456.425,451.102,458.46,451.01899
"BTC",2015-12-20,460.238,464.218,465.84799,453.312
"BTC",2015-12-22,438.276,435.64099,445.533,432.993
"BTC",2015-12-24,456.572,437.994,456.858,437.705
"BTC",2015-12-26,447.606,455.743,458.668,445.523
"BTC",2015-12-28,427.817,419.338,429.09,414.186
"BTC",2015-12-30,431.029,422.741,434.21899,419.159
"BTC",2016-01-01,432.358,424.962,433.033,417.69899
"BTC",2016-01-03,431.985,433.773,435.739,429.768
"BTC",2016-01-05,433.732,431.691,435.151,430.595
"BTC",2016-01-07,441.021,427.164,443.528,426.602
"BTC",2016-01-09,452.368,457.168,457.583,447.388
"BTC",2016-01-11,450.312,445.327,451.436,441.187
"BTC",2016-01-13,431.156,446.614,447.731,422.105
"BTC",2016-01-15,416.29,431.41,432.253,413.981
"BTC",2016-01-17,383.138,372.737,390.801,353.276
"BTC",2016-01-19,382.738,380.817,387.476,374.485
"BTC",2016-01-21,417.439,378.775,424.651,378.007
"BTC",2016-01-23,388.219,403.271,403.685,374.138
"BTC",2016-01-25,397.885,388.538,405.799,387.458
"BTC",2016-01-27,392.389,390.715,397.57,388.027
"BTC",2016-01-29,369.133,381.356,384.499,363.642
"BTC",2016-01-31,378.174,376.952,380.69899,375.427
"BTC",2016-02-02,372.453,372.157,378.518,369.019
"BTC",2016-02-04,370.433,372.762,373.793,366.316
"BTC",2016-02-06,377.889,386.954,390.194,376.942
"BTC",2016-02-08,376.924,376.44,379.561,372.885
"BTC",2016-02-10,374.764,372.434,376.286,370.953
"BTC",2016-02-12,378.576,379.186,379.992,373.217
"BTC",2016-02-14,397.23,388.87,398.059,387.492
"BTC",2016-02-16,401.663,405.621,407.002,395.481
"BTC",2016-02-18,417.492,407.017,421.021,407.015
"BTC",2016-02-20,422.054,421.956,422.311,415.684
"BTC",2016-02-22,436.14,439.61,448.29,427
"BTC",2016-02-24,419.896,438.745,439.18,415.613
"BTC",2016-02-26,421.244,422.617,424.816,418.189
"BTC",2016-02-28,425.502,433.401,433.677,422.07399
"BTC",2016-03-01,436.426,438.28,441.655,433.788
"BTC",2016-03-03,419.254,434.001,434.309,417.05
"BTC",2016-03-05,407.722,421.597,422.57,401.662
"BTC",2016-03-07,407.276,397.883,409.721,395.76599
"BTC",2016-03-09,410.739,414.213,415.091,408.481
"BTC",2016-03-11,416.708,411.672,416.972,411.124
"BTC",2016-03-13,411.637,415.04,415.96,407.299
"BTC",2016-03-15,416.034,414.208,416.441,412.91099
"BTC",2016-03-17,417.138,414.167,417.207,413.796
"BTC",2016-03-19,407.473,417.154,417.662,403.62199
"BTC",2016-03-21,407.496,409.24,412.431,407.132
"BTC",2016-03-23,417.318,415.125,417.716,415.125
"BTC",2016-03-25,414.75699,415.837,416.808,412.841
